Transaction ID,Date of Sale,Region,Sales Rep,Customer Segment,Product Category,Product Name,Units Sold,Unit Price,Total Revenue,Order Status,Delivery Time (Days),Payment Method
83f559c0,2023-12-01,South,Renee Ortega,Enterprise,Clothing,T-Shirt,10,550.69,5506.9,Returned,11.0,PayPal
34642f36,2024-05-02,East,Rachel Price,Enterprise,Electronics,Tablet,1,457.16,457.16,Delivered,14.0,Bank Transfer
e55029d8,2023-05-20,North,Maria Adams,Individual,Food,Juice,6,739.92,4439.52,Returned,15.0,PayPal
ece6d315,2025-01-14,South,Matthew Robinson,Individual,Appliances,Blender,5,360.55,1802.75,Pending,4.0,Bank Transfer
af7dcb1d,2023-09-15,South,Cody Smith,Small Business,Toys,Board Game,5,476.19,2380.95,Delivered,20.0,PayPal
90987b1d,2023-02-01,West,Angela Hobbs,Small Business,Furniture,Desk,9,842.61,7583.49,Returned,10.0,Bank Transfer
0a0b75db,2023-02-15,West,Beth Adkins,Individual,Furniture,Sofa,10,791.95,7919.5,Returned,15.0,PayPal
81bab0d7,2024-08-21,South,Samantha Fisher,Enterprise,Furniture,Office Chair,6,38.16,228.96,Delivered,14.0,Credit Card
fb241439,2024-05-03,East,Michael Ponce,Small Business,Food,Chips,3,590.8,1772.4,Pending,14.0,Credit Card
6750e76b,2023-03-05,North,Joseph Ellis,Enterprise,Electronics,Laptop,1,412.34,412.34,Delivered,4.0,PayPal
3c6cb154,2023-06-03,East,Robert Smith,Individual,Electronics,Headphones,6,828.62,4971.72,Pending,20.0,Credit Card
685045cd,2023-05-25,West,Bethany Turner,Individual,Food,Juice,9,567.63,5108.67,Returned,13.0,Bank Transfer
39a1b1f7,2024-04-18,East,Stephanie Manning,Enterprise,Electronics,Tablet,10,659.63,6596.3,Pending,12.0,Bank Transfer
89b48bda,2024-10-14,West,Kerri Wilson,Enterprise,Furniture,Sofa,2,127.01,254.02,Returned,4.0,Credit Card
e4e2324c,2024-08-20,South,Amy Morgan,Small Business,Food,Chips,4,810.67,3242.68,Pending,3.0,PayPal
b8b9d458,2024-03-05,North,Amanda Owens,Small Business,Toys,Action Figure,6,265.31,1591.86,Pending,3.0,PayPal
b2af6258,2023-02-26,Central,Kristen Stone,Individual,Appliances,Toaster,6,712.84,4277.04,Delivered,4.0,PayPal
da412684,2023-12-03,West,Karen Mercado,Enterprise,Clothing,Shoes,9,888.62,7997.58,Delivered,13.0,PayPal
c3891c37,2023-10-02,West,Robert Carson,Individual,Clothing,Dress,5,201.2,1006.0,Pending,,PayPal
6d7b76b0,2024-01-26,West,Joseph Sanders,Small Business,Appliances,Microwave,3,237.22,711.66,Returned,12.0,Credit Card
1d0b593c,2024-06-10,East,Michael Ballard,Small Business,Food,Pasta,2,547.03,1094.06,Pending,10.0,PayPal
2f14984d,2024-05-30,West,Abigail Lynch,Enterprise,Clothing,Jeans,10,136.4,1364.0,Returned,1.0,Bank Transfer
06f308a3,2024-02-18,East,Andrew Lara,Individual,Food,Juice,4,643.67,2574.68,Returned,6.0,PayPal
0370ba52,2024-04-08,East,Christopher Spencer,Small Business,Electronics,Tablet,8,539.58,4316.64,Pending,11.0,Bank Transfer
e97761c8,2024-11-13,Central,Jaime Lara,Enterprise,Toys,Doll,6,548.25,3289.5,Delivered,14.0,PayPal
57e4884e,2023-09-22,South,Jacob Anderson,Small Business,Clothing,Shoes,9,560.79,5047.11,Delivered,11.0,Credit Card
b0a68ae3,2025-01-06,West,Ashley Sims,Enterprise,Electronics,Camera,5,565.47,2827.35,Pending,,PayPal
6735c03d,2024-02-08,North,Michael Conner,Enterprise,Toys,Puzzle,8,429.81,3438.48,Delivered,16.0,Credit Card
8bc6df39,2023-07-20,West,Kelly Bell,Individual,Furniture,Dining Table,6,339.89,2039.34,Delivered,14.0,Credit Card
596ef284,2024-09-30,East,Felicia Mitchell,Enterprise,Toys,Puzzle,8,15.83,126.64,Returned,18.0,Credit Card
b89febef,2024-07-25,North,Arthur Fleming,Individual,Toys,Puzzle,5,701.0,3505.0,Pending,19.0,PayPal
82f781a0,2023-02-28,Central,Leslie Brown,Small Business,Clothing,T-Shirt,3,214.69,644.07,Delivered,13.0,Bank Transfer
1f81b15e,2023-11-21,East,Jimmy Cortez,Individual,Toys,Doll,6,450.95,2705.7,Delivered,17.0,PayPal
3ed5ae1b,2024-11-22,Central,Jacob Mills,Small Business,Furniture,Sofa,6,252.95,1517.7,Delivered,2.0,PayPal
a0387707,2023-04-12,North,Daniel Crosby,Small Business,Electronics,Laptop,8,135.88,1087.04,Delivered,,Bank Transfer
5892a329,2024-12-18,Central,Rachel Holland,Individual,Food,Cereal,2,708.32,1416.64,Returned,19.0,Bank Transfer
06728244,2024-11-07,North,Anna Smith MD,Enterprise,Electronics,Tablet,10,697.65,6976.5,Pending,17.0,Credit Card
0c6f5169,2023-03-07,Central,Kathleen Anderson,Individual,Clothing,Dress,8,882.6,7060.8,Returned,15.0,PayPal
735738ef,2024-02-16,West,Jeffrey Madden,Enterprise,Appliances,Microwave,2,707.88,1415.76,Delivered,1.0,Bank Transfer
f932d37a,2024-09-19,East,Nicholas Mccarthy,Small Business,Appliances,Microwave,9,306.02,2754.18,Returned,2.0,Credit Card
96ec59af,2025-01-06,Central,Kathy Lewis,Small Business,Toys,Puzzle,7,597.3,4181.1,Delivered,15.0,Credit Card
7808f008,2024-04-05,Central,Brandon Jackson,Individual,Furniture,Sofa,3,762.56,2287.68,Pending,7.0,Bank Transfer
11c95b12,2024-01-19,South,Christina Silva,Individual,Food,Cereal,6,68.01,408.06,Returned,1.0,Bank Transfer
7552369e,2024-09-09,West,Jason Vega,Individual,Electronics,Smartphone,10,278.62,2786.2,Delivered,17.0,
13c5cbbf,2023-05-02,North,Michael Rogers,Enterprise,Electronics,Tablet,5,833.33,4166.65,Returned,12.0,Bank Transfer
1e5e427b,2024-04-15,North,Sarah Strickland,Small Business,Furniture,Sofa,1,771.17,771.17,Delivered,20.0,Bank Transfer
d8fdc649,2023-09-10,West,Christopher Rice,Enterprise,Toys,Doll,4,647.09,2588.36,Pending,,Credit Card
6b17aecb,2024-12-17,East,Doris Reilly,Enterprise,Toys,Toy Car,2,555.58,1111.16,Delivered,8.0,Bank Transfer
1d2b8a00,2023-10-25,West,David Patton,Individual,Food,Cookies,7,176.91,1238.37,Delivered,8.0,Bank Transfer
02b4fef8,2024-08-13,South,Kimberly Griffin,Small Business,Food,Chips,9,701.56,6314.04,Returned,17.0,PayPal
666daca2,2023-07-19,South,Mary James,Enterprise,Furniture,Office Chair,7,16.73,117.11,Delivered,2.0,Bank Transfer
2bfb93fd,2024-11-28,Central,Dylan Rodriguez,Enterprise,Food,Pasta,9,981.16,8830.44,Returned,9.0,
38833f0b,2025-01-15,North,Samantha Medina,Small Business,Toys,Action Figure,8,36.98,295.84,Returned,13.0,Credit Card
15c1a3c0,2023-02-05,East,Taylor Holmes,Enterprise,Electronics,Tablet,5,779.22,3896.1,Returned,7.0,PayPal
97c52b7c,2024-09-19,East,Manuel Ward,Small Business,Appliances,Blender,7,184.9,1294.3,Delivered,16.0,PayPal
e4bc86e8,2025-01-04,East,Joseph Lowe,Individual,Food,Cookies,8,330.67,2645.36,Returned,7.0,Credit Card
197ff3ce,2024-03-01,South,Dennis Vasquez,Enterprise,Electronics,Headphones,2,212.17,424.34,Returned,3.0,Credit Card
b0df9dd6,2023-09-16,East,Heather Rodriguez,Enterprise,Food,Pasta,7,200.31,1402.17,Delivered,,Credit Card
d08e2cf9,2024-08-23,West,Mariah Morris,Enterprise,Food,Chips,3,729.44,2188.32,Delivered,16.0,Bank Transfer
a7de3f9a,2023-10-06,East,Jessica Brock,Individual,Clothing,T-Shirt,10,832.38,8323.8,Pending,9.0,Credit Card
c0da4c35,2024-12-18,Central,Michael Lee,Small Business,Food,Chips,3,385.93,1157.79,Delivered,,PayPal
3a0725da,2025-01-08,West,Mrs. Tanya Bryan DDS,Small Business,Toys,Puzzle,9,664.47,5980.23,Delivered,11.0,
a12f0d87,2025-01-14,North,Jennifer Hebert,Small Business,Food,Juice,10,356.46,3564.6,Pending,8.0,Bank Transfer
8c03624c,2024-05-03,East,David Bailey,Small Business,Electronics,Camera,7,52.9,370.3,Delivered,8.0,Credit Card
d83f2094,2023-03-31,Central,Ronald Miles,Enterprise,Electronics,Tablet,9,533.13,4798.17,Returned,19.0,Bank Transfer
8ec9df80,2023-11-03,North,Steven Herrera,Enterprise,Electronics,Laptop,4,935.79,3743.16,Returned,19.0,PayPal
72d2ba89,2023-05-15,East,Travis Clark,Individual,Toys,Doll,6,237.95,1427.7,Delivered,19.0,Bank Transfer
3400887c,2023-07-11,West,Bobby Morris,Individual,Appliances,Blender,4,131.58,526.32,Delivered,17.0,Credit Card
20b5b8eb,2024-08-13,Central,Stacey Diaz,Enterprise,Appliances,Refrigerator,7,33.41,233.87,Delivered,4.0,Credit Card
5a9ac290,2024-05-01,South,Dr. Anthony Johnson Jr.,Small Business,Electronics,Smartphone,4,929.26,3717.04,Pending,16.0,Bank Transfer
336c2721,2023-01-30,South,Lisa Johnson,Small Business,Toys,Puzzle,9,73.04,657.36,Delivered,15.0,Credit Card
e938b408,2024-06-17,West,Betty Hawkins,Enterprise,Clothing,Dress,8,353.04,2824.32,Pending,,Credit Card
30f0016a,2024-12-05,East,James Mcfarland,Individual,Clothing,T-Shirt,2,389.27,778.54,Pending,16.0,Bank Transfer
741939a4,2023-03-27,Central,Craig Simmons,Individual,Electronics,Laptop,9,844.2,7597.8,Delivered,3.0,Bank Transfer
542ea56f,2023-12-26,East,Paula Lee,Individual,Electronics,Headphones,4,219.45,877.8,Pending,2.0,Bank Transfer
13bbd6a5,2024-06-16,South,Sheila Hurley,Individual,Food,Pasta,4,681.01,2724.04,Delivered,18.0,Bank Transfer
7737fe0c,2024-08-10,Central,Joshua Valdez,Individual,Appliances,Air Fryer,8,127.53,1020.24,Pending,7.0,PayPal
4f2875ed,2023-08-31,East,Antonio Richardson,Enterprise,Electronics,Smartphone,8,737.0,5896.0,Delivered,1.0,Credit Card
33c328be,2024-01-05,West,Christopher Robertson,Small Business,Toys,Puzzle,4,287.12,1148.48,Pending,11.0,PayPal
ef2f77dc,2024-02-12,West,Tonya Wood,Individual,Clothing,Jacket,10,234.5,2345.0,Returned,14.0,Credit Card
0aa2254b,2023-06-05,West,Stefanie Willis,Small Business,Electronics,Headphones,9,603.67,5433.03,Pending,11.0,Credit Card
670a2f3a,2024-03-06,South,Carol Ho,Enterprise,Toys,Action Figure,3,834.4,2503.2,Delivered,12.0,Bank Transfer
36e19bd3,2024-03-26,West,William Elliott,Small Business,Appliances,Microwave,9,716.71,6450.39,Returned,10.0,
fac4cdac,2024-06-17,North,Michelle Acosta DVM,Individual,Clothing,Jacket,8,218.91,1751.28,Pending,4.0,PayPal
3f209e3b,2023-03-10,Central,Amanda Duran,Small Business,Clothing,Jacket,1,913.8,913.8,Pending,3.0,Credit Card
5a595ceb,2024-09-28,West,Bradley Wilson,Individual,Food,Cereal,10,832.92,8329.2,Pending,,PayPal
77be2730,2024-07-18,Central,William Reed,Individual,Toys,Toy Car,2,248.73,497.46,Pending,,Bank Transfer
1a3199ea,2023-08-15,East,Martha Martinez,Enterprise,Food,Juice,4,223.06,892.24,Pending,3.0,Bank Transfer
ba40b758,2024-07-27,West,Peter Leon,Enterprise,Appliances,Toaster,9,808.3,7274.7,Delivered,4.0,Bank Transfer
b4f9d78d,2023-05-17,Central,Catherine Hardin,Enterprise,Electronics,Headphones,4,877.43,3509.72,Returned,13.0,PayPal
0f2cbacd,2024-06-05,South,Caleb Stewart,Small Business,Toys,Toy Car,4,634.25,2537.0,Pending,9.0,Credit Card
b53ef944,2023-03-19,Central,Mary Davis,Individual,Appliances,Toaster,9,346.62,3119.58,Returned,8.0,Credit Card
fa941a4b,2024-06-27,East,Jennifer Watkins,Small Business,Toys,Toy Car,2,212.1,424.2,Pending,8.0,Bank Transfer
1fcf9c22,2023-05-14,Central,Douglas Williams,Individual,Appliances,Air Fryer,6,763.58,4581.48,Pending,8.0,PayPal
ede367b1,2024-06-04,Central,William Sanchez,Individual,Toys,Action Figure,3,440.45,1321.35,Delivered,13.0,Bank Transfer
f39eb61a,2023-04-22,Central,William Schaefer,Individual,Toys,Doll,1,121.34,121.34,Pending,7.0,Bank Transfer
a3501b71,2024-10-20,Central,Ronald Roberts,Enterprise,Food,Cereal,6,458.32,2749.92,Returned,3.0,Bank Transfer
262a877c,2023-09-25,North,Steven Miller,Individual,Food,Pasta,2,221.71,443.42,Returned,13.0,
322f2d26,2024-10-26,South,Julie Martinez,Enterprise,Toys,Puzzle,7,274.56,1921.92,Delivered,8.0,Bank Transfer
3b39d5d5,2023-05-14,West,Ronald Decker,Small Business,Food,Cereal,6,365.08,2190.48,Returned,6.0,Bank Transfer
421a5bba,2023-05-01,South,Carrie Nelson,Enterprise,Electronics,Camera,1,597.61,597.61,Delivered,5.0,Credit Card
0dfb73f5,2024-12-29,East,Thomas Webster,Enterprise,Electronics,Smartphone,4,953.01,3812.04,Delivered,,Bank Transfer
e7a068b9,2023-09-04,West,Hannah Howard,Enterprise,Furniture,Bookshelf,9,695.2,6256.8,Pending,16.0,Bank Transfer
c2522ac6,2024-04-24,South,Brian Dixon,Enterprise,Clothing,Shoes,3,655.52,1966.56,Delivered,11.0,Credit Card
3e9cd662,2024-04-04,Central,Tara Walker,Individual,Food,Juice,2,671.26,1342.52,Returned,7.0,Bank Transfer
48c531a9,2023-07-31,East,Robert Morton,Individual,Clothing,Jacket,4,210.93,843.72,Returned,7.0,Bank Transfer
6fe5648b,2023-04-05,North,Sandra Crawford,Enterprise,Furniture,Office Chair,1,586.31,586.31,Pending,19.0,PayPal
58420022,2023-02-28,Central,Andrew Olson,Enterprise,Electronics,Laptop,8,731.44,5851.52,Pending,13.0,PayPal
615c5a25,2023-07-08,East,Katrina Simpson,Small Business,Furniture,Bookshelf,6,347.71,2086.26,Delivered,15.0,PayPal
77d908bf,2023-05-29,East,Craig Castro,Small Business,Furniture,Sofa,2,960.01,1920.02,Pending,9.0,Credit Card
703246e7,2023-12-01,Central,James Gonzalez,Small Business,Electronics,Smartphone,9,53.63,482.67,Returned,13.0,PayPal
2dd6706d,2024-05-26,East,Adam Wall,Individual,Appliances,Refrigerator,7,695.33,4867.31,Delivered,5.0,Bank Transfer
35eced20,2023-07-13,Central,Michael Cooper,Small Business,Toys,Action Figure,9,83.8,754.2,Returned,13.0,Credit Card
6fb343bb,2024-09-15,Central,Lisa Briggs,Enterprise,Toys,Board Game,10,331.73,3317.3,Pending,11.0,Credit Card
cf50a1bf,2024-10-17,East,Taylor King,Enterprise,Furniture,Dining Table,10,347.81,3478.1,Delivered,1.0,Bank Transfer
5a2a25c6,2023-04-17,North,Linda Rodriguez,Individual,Food,Cereal,2,789.04,1578.08,Pending,,PayPal
0762d550,2023-04-13,South,Stephen Dillon,Individual,Furniture,Desk,10,390.57,3905.7,Delivered,14.0,Credit Card
10bb05bf,2023-05-15,East,Alan Martinez,Individual,Appliances,Refrigerator,5,434.56,2172.8,Returned,9.0,Bank Transfer
10080ffe,2024-05-28,North,Cheryl Wilson,Individual,Electronics,Camera,6,808.68,4852.08,Delivered,3.0,
3ae4579f,2023-05-21,South,Mario Brady,Enterprise,Clothing,Jacket,10,331.38,3313.8,Delivered,19.0,Credit Card
c0fbdf95,2024-06-07,East,Jacqueline Scott,Small Business,Clothing,Shoes,3,806.55,2419.65,Pending,14.0,Credit Card
c636ce03,2023-08-28,North,Donna Hamilton,Small Business,Furniture,Bookshelf,10,118.63,1186.3,Pending,19.0,PayPal
8a50fad0,2023-12-09,North,Katherine Moody,Individual,Appliances,Blender,9,508.31,4574.79,Delivered,3.0,Credit Card
75eddf0d,2024-10-13,West,Melissa Ross,Individual,Clothing,Dress,9,90.2,811.8,Returned,16.0,Credit Card
502eaa6e,2024-05-19,West,Wesley Rodriguez,Individual,Toys,Toy Car,2,476.03,952.06,Delivered,8.0,
ead4ad6f,2025-01-01,North,Amy Humphrey,Individual,Food,Pasta,8,902.01,7216.08,Delivered,7.0,Credit Card
4f655f90,2023-07-28,West,Nancy Lynch,Small Business,Furniture,Bookshelf,5,894.11,4470.55,Delivered,17.0,
7ae70a49,2024-09-30,West,Teresa Decker,Enterprise,Food,Cookies,3,542.95,1628.85,Pending,20.0,Bank Transfer
8ee203a4,2023-04-06,West,Danielle Hughes,Enterprise,Appliances,Refrigerator,4,405.35,1621.4,Delivered,17.0,PayPal
dc17ac6b,2023-02-23,North,Shawn Shelton,Individual,Furniture,Sofa,6,818.17,4909.02,Delivered,1.0,Credit Card
11be1c0a,2025-01-03,East,Jose Taylor,Small Business,Clothing,T-Shirt,1,595.99,595.99,Delivered,,PayPal
8e016e7d,2023-12-09,West,Matthew White,Small Business,Clothing,T-Shirt,8,223.46,1787.68,Returned,10.0,Credit Card
41034532,2023-03-22,Central,James Garcia,Small Business,Clothing,Shoes,7,388.74,2721.18,Pending,15.0,Bank Transfer
cae92704,2024-07-15,North,Jordan Cain,Enterprise,Furniture,Bookshelf,10,844.54,8445.4,Returned,11.0,Bank Transfer
d41aa379,2023-01-17,East,Eric Wyatt,Enterprise,Furniture,Desk,5,455.34,2276.7,Pending,17.0,Bank Transfer
10e86c30,2023-10-19,Central,Mario Boone,Individual,Furniture,Bookshelf,3,266.25,798.75,Returned,10.0,Credit Card
b3c87c54,2024-01-11,South,Christopher Orr,Small Business,Clothing,Shoes,5,448.2,2241.0,Returned,3.0,Credit Card
bde75c1d,2024-04-22,West,Sandra Parrish,Enterprise,Clothing,Shoes,8,270.51,2164.08,Delivered,12.0,Bank Transfer
c15e0b35,2023-06-02,Central,Michael Hunt,Enterprise,Toys,Action Figure,8,687.9,5503.2,Returned,12.0,PayPal
5fde56b9,2024-01-05,South,Mark Martinez,Enterprise,Furniture,Desk,5,296.97,1484.85,Returned,10.0,Bank Transfer
24051ebb,2023-12-26,East,Natasha Garcia,Enterprise,Clothing,Jacket,5,509.97,2549.85,Returned,13.0,Credit Card
999ef3ee,2023-12-25,West,Russell Parker,Small Business,Food,Cookies,4,526.75,2107.0,Pending,18.0,Bank Transfer
0bfa9897,2024-01-20,South,Alexandra Sloan,Individual,Clothing,Jeans,8,150.67,1205.36,Pending,14.0,Bank Transfer
d8d89545,2024-07-18,North,Alexis White,Individual,Toys,Doll,6,440.36,2642.16,Returned,,Bank Transfer
38539111,2024-05-31,Central,Bryce Stark,Small Business,Food,Pasta,4,640.33,2561.32,Pending,5.0,Credit Card
753bb455,2023-06-11,Central,Christine Porter,Small Business,Appliances,Refrigerator,4,729.62,2918.48,Delivered,,Credit Card
65571bab,2024-05-16,East,Jacob Thomas,Enterprise,Food,Juice,8,139.23,1113.84,Delivered,18.0,Credit Card
af5a6d1c,2025-01-03,South,Francisco Black,Individual,Electronics,Headphones,6,931.48,5588.88,Returned,3.0,Credit Card
b05d3f50,2024-11-10,West,Ross Thompson,Individual,Furniture,Bookshelf,5,656.8,3284.0,Delivered,,PayPal
8f4a75af,2023-01-20,West,Edward Howard,Small Business,Appliances,Toaster,8,974.07,7792.56,Returned,19.0,PayPal
74814bfb,2023-01-23,Central,Derek Martin,Small Business,Toys,Puzzle,10,503.46,5034.6,Delivered,17.0,
106d50be,2023-05-30,East,Elizabeth Joseph,Enterprise,Food,Cookies,6,274.31,1645.86,Returned,5.0,Bank Transfer
aa62d26b,2024-11-20,South,Terri Munoz,Individual,Electronics,Headphones,5,366.09,1830.45,Delivered,19.0,Bank Transfer
f489c32c,2024-03-21,West,Allison Wright,Enterprise,Appliances,Microwave,10,309.3,3093.0,Returned,12.0,PayPal
e9eba2e8,2025-01-10,West,Krystal Lee,Enterprise,Appliances,Toaster,8,947.11,7576.88,Delivered,11.0,Bank Transfer
757ed0df,2025-01-13,South,Laura Freeman,Enterprise,Toys,Action Figure,3,545.0,1635.0,Pending,15.0,PayPal
ccb24d70,2023-08-19,West,Kylie Watkins,Individual,Electronics,Camera,2,317.0,634.0,Returned,,Credit Card
6f2283d6,2023-09-04,South,Deborah Gomez,Individual,Appliances,Blender,9,195.02,1755.18,Pending,11.0,Credit Card
da6577cb,2024-04-01,Central,Mandy Salas,Individual,Toys,Board Game,1,611.57,611.57,Pending,1.0,Bank Transfer
e6d152f5,2025-01-05,North,Amy Bowman,Individual,Clothing,Shoes,3,612.81,1838.43,Delivered,18.0,Credit Card
b8d90bec,2024-12-24,South,Craig Lam,Enterprise,Electronics,Headphones,5,791.93,3959.65,Pending,2.0,Credit Card
0c38d2bf,2024-05-17,West,Rebecca Williams,Individual,Clothing,Jeans,4,244.16,976.64,Delivered,11.0,Credit Card
42450e7a,2023-10-04,East,Daniel Collins,Individual,Clothing,T-Shirt,2,667.95,1335.9,Returned,20.0,Bank Transfer
468119e8,2024-09-01,South,Rachel Morris,Small Business,Appliances,Toaster,10,702.13,7021.3,Delivered,19.0,Bank Transfer
875a9393,2023-06-05,East,Randy Montoya,Individual,Appliances,Refrigerator,10,955.1,9551.0,Delivered,13.0,PayPal
1f8799e4,2024-08-05,North,Jon Weiss,Enterprise,Appliances,Microwave,10,222.79,2227.9,Delivered,9.0,PayPal
c12c2fc2,2023-08-26,North,Nicholas Davis,Enterprise,Toys,Toy Car,8,51.34,410.72,Returned,16.0,PayPal
035a06ad,2023-07-14,East,Melinda Brown,Individual,Furniture,Bookshelf,7,108.03,756.21,Delivered,20.0,Bank Transfer
db960c70,2024-12-15,South,Bryan Bell,Enterprise,Toys,Action Figure,4,407.8,1631.2,Pending,16.0,PayPal
bc2c30b0,2023-03-04,West,Peter Smith,Individual,Appliances,Air Fryer,10,377.79,3777.9,Delivered,,Credit Card
edb2106e,2024-03-27,North,Ryan Davis,Individual,Furniture,Desk,6,471.95,2831.7,Delivered,2.0,Credit Card
0dd0a9d2,2024-02-24,West,Cynthia Nguyen,Enterprise,Furniture,Dining Table,10,688.28,6882.8,Pending,19.0,PayPal
e9c4234f,2024-01-24,Central,Andrew Long,Small Business,Furniture,Desk,1,528.66,528.66,Delivered,20.0,PayPal
1be55f4e,2023-04-20,East,Brian Hall,Enterprise,Clothing,Dress,7,114.17,799.19,Pending,4.0,Credit Card
f56507f4,2024-01-16,East,Jon Ramirez,Enterprise,Food,Juice,4,804.06,3216.24,Pending,14.0,Credit Card
fa8cdc73,2024-02-21,East,Elizabeth Duncan,Individual,Toys,Doll,9,405.64,3650.76,Pending,18.0,PayPal
4164d359,2024-11-14,North,Sarah Hill,Individual,Furniture,Dining Table,3,53.87,161.61,Returned,16.0,Credit Card
8a734ae2,2023-08-26,Central,Holly Martinez,Small Business,Electronics,Tablet,7,560.46,3923.22,Delivered,4.0,PayPal
c8b2c468,2023-08-09,South,Teresa Key,Individual,Food,Juice,5,611.38,3056.9,Delivered,20.0,Credit Card
6e32583e,2024-11-10,South,Bethany Rosario,Individual,Clothing,T-Shirt,2,372.91,745.82,Pending,7.0,Bank Transfer
223eed39,2024-02-04,Central,Mary Jackson,Enterprise,Toys,Board Game,8,151.52,1212.16,Returned,11.0,Credit Card
d4647fda,2023-07-12,West,Scott Ewing,Individual,Toys,Board Game,8,948.77,7590.16,Delivered,20.0,Credit Card
625940a6,2024-04-18,Central,Nathan Sanchez,Small Business,Food,Juice,3,145.26,435.78,Pending,20.0,Bank Transfer
36277a2c,2023-08-15,East,Carla Buckley,Individual,Toys,Toy Car,7,21.78,152.46,Returned,2.0,Credit Card
c3c231f2,2024-04-21,Central,Joseph Wright,Individual,Appliances,Microwave,6,673.56,4041.36,Delivered,2.0,Credit Card
ba79ef8f,2023-06-19,North,Justin Yoder,Enterprise,Appliances,Blender,7,129.23,904.61,Pending,8.0,PayPal
6acf9b06,2024-05-01,West,Melissa Travis,Small Business,Toys,Doll,4,673.14,2692.56,Returned,16.0,PayPal
44eced53,2024-05-05,Central,Anthony Cox,Individual,Food,Pasta,7,87.17,610.19,Returned,12.0,Credit Card
6fd86f8f,2024-02-20,Central,James Baker,Enterprise,Furniture,Dining Table,5,776.12,3880.6,Returned,19.0,PayPal
d233e08e,2023-09-08,North,Mitchell Perry,Enterprise,Appliances,Air Fryer,10,373.63,3736.3,Delivered,12.0,Credit Card
c8f6c5b6,2024-07-04,Central,John Clark,Small Business,Furniture,Dining Table,4,980.01,3920.04,Delivered,9.0,PayPal
b976663f,2024-03-13,East,Julie Villarreal,Small Business,Appliances,Air Fryer,2,754.16,1508.32,Delivered,19.0,Credit Card
02ae29ec,2024-10-11,South,James Christensen,Individual,Clothing,Shoes,8,952.35,7618.8,Pending,10.0,PayPal
d879f502,2024-05-19,Central,Kevin Jackson,Small Business,Clothing,Shoes,3,987.54,2962.62,Delivered,,Bank Transfer
f6824ab2,2024-10-18,West,Mr. Joseph Torres,Individual,Toys,Toy Car,2,320.84,641.68,Pending,20.0,Credit Card
4987054b,2024-12-01,West,Steven Barry,Small Business,Furniture,Dining Table,10,982.95,9829.5,Pending,17.0,PayPal
a3ca158c,2023-03-08,North,Eric Norman,Enterprise,Furniture,Dining Table,5,142.86,714.3,Pending,12.0,Credit Card
baeb842f,2024-02-01,South,Terri Ramirez,Enterprise,Toys,Toy Car,3,680.9,2042.7,Returned,11.0,PayPal
5df424b6,2024-04-13,South,Robert James,Small Business,Food,Cereal,8,144.22,1153.76,Returned,12.0,Credit Card
30ee4afa,2024-11-13,West,Rachel Singh,Enterprise,Furniture,Bookshelf,5,145.96,729.8,Returned,19.0,Credit Card
80384a5a,2024-03-03,North,George Gomez,Individual,Appliances,Blender,10,326.24,3262.4,Returned,9.0,PayPal
6eeb7bbf,2024-05-06,Central,Christopher Parker,Small Business,Food,Pasta,10,733.66,7336.6,Pending,19.0,Bank Transfer
db609d6f,2024-03-17,North,Maria Carroll,Individual,Toys,Toy Car,8,846.1,6768.8,Delivered,9.0,PayPal
6c216fe3,2024-06-13,West,Christine King,Enterprise,Clothing,Jacket,3,715.54,2146.62,Delivered,7.0,Bank Transfer
cad08ee4,2023-12-27,South,Steven Allen,Individual,Furniture,Desk,2,197.95,395.9,Returned,15.0,Credit Card
aa06894f,2024-09-30,North,Heather Garcia,Individual,Toys,Board Game,7,933.57,6534.99,Pending,10.0,PayPal
77d73546,2024-07-07,East,Jason Pierce,Individual,Appliances,Toaster,4,388.59,1554.36,Returned,6.0,PayPal
63d3633a,2023-05-17,South,Francisco Ali,Small Business,Food,Chips,9,815.0,7335.0,Pending,11.0,Bank Transfer
5b4c073e,2023-04-17,Central,Jose Melendez,Individual,Clothing,Jacket,5,480.55,2402.75,Returned,3.0,Bank Transfer
bce9777d,2023-12-14,East,Adam Salazar,Individual,Food,Juice,6,601.23,3607.38,Returned,1.0,PayPal
4d59e363,2024-09-26,West,Jessica Ramos,Individual,Furniture,Bookshelf,2,509.19,1018.38,Delivered,6.0,Credit Card
33a6a1a7,2024-05-20,South,Michael Floyd,Individual,Toys,Action Figure,5,368.97,1844.85,Returned,16.0,PayPal
b8857598,2023-04-10,South,Michael Marquez,Small Business,Clothing,T-Shirt,6,284.02,1704.12,Pending,17.0,Credit Card
be46ae6d,2024-08-27,Central,Jeffrey Fuentes,Small Business,Toys,Puzzle,2,262.35,524.7,Returned,7.0,Bank Transfer
5260f3ea,2024-09-02,West,Teresa Young,Enterprise,Clothing,Jacket,5,808.4,4042.0,Pending,10.0,Credit Card
175ac95b,2023-06-07,South,Steven Little,Individual,Appliances,Blender,8,663.08,5304.64,Returned,1.0,
21d89696,2023-09-29,South,Gregory Rodriguez,Enterprise,Electronics,Laptop,8,463.85,3710.8,Returned,18.0,PayPal
41d1e290,2023-06-24,East,Elizabeth Campbell,Individual,Food,Chips,8,285.26,2282.08,Delivered,6.0,PayPal
